Code,Title,Chapter_Block,Category,provider_state
Y07,Other maltreatment,X85-Y09,category,UT
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,OK
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,PA
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,NY
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,ID
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,MI
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,NE
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,IN
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,OR
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,OH
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,GA
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,IL
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,FL
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,TX
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,CA
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,AZ
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,LA
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,NV
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,IA
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,ND
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,category,UT
G82,Paraplegia and tetraplegia,G80-G83,category,TX
G82,Paraplegia and tetraplegia,G80-G83,category,ND
G82,Paraplegia and tetraplegia,G80-G83,category,PA
G82,Paraplegia and tetraplegia,G80-G83,category,OK
G82,Paraplegia and tetraplegia,G80-G83,category,ID
G82,Paraplegia and tetraplegia,G80-G83,category,NY
G82,Paraplegia and tetraplegia,G80-G83,category,KS
G82,Paraplegia and tetraplegia,G80-G83,category,LA
G82,Paraplegia and tetraplegia,G80-G83,category,IN
G82,Paraplegia and tetraplegia,G80-G83,category,GA
G82,Paraplegia and tetraplegia,G80-G83,category,NV
G82,Paraplegia and tetraplegia,G80-G83,category,MI
G82,Paraplegia and tetraplegia,G80-G83,category,NE
G82,Paraplegia and tetraplegia,G80-G83,category,AZ
G82,Paraplegia and tetraplegia,G80-G83,category,OR
G82,Paraplegia and tetraplegia,G80-G83,category,FL
G82,Paraplegia and tetraplegia,G80-G83,category,IL
G82,Paraplegia and tetraplegia,G80-G83,category,OH
G82,Paraplegia and tetraplegia,G80-G83,category,IA
G82,Paraplegia and tetraplegia,G80-G83,category,CA
G82,Paraplegia and tetraplegia,G80-G83,category,UT
I63,Cerebral infarction,I60-I69,category,NY
I63,Cerebral infarction,I60-I69,category,OK
I63,Cerebral infarction,I60-I69,category,PA
I63,Cerebral infarction,I60-I69,category,IN
I63,Cerebral infarction,I60-I69,category,OH
I63,Cerebral infarction,I60-I69,category,GA
I63,Cerebral infarction,I60-I69,category,MI
I63,Cerebral infarction,I60-I69,category,AZ
I63,Cerebral infarction,I60-I69,category,IL
I63,Cerebral infarction,I60-I69,category,FL
I63,Cerebral infarction,I60-I69,category,ID
I63,Cerebral infarction,I60-I69,category,NE
I63,Cerebral infarction,I60-I69,category,TX
I63,Cerebral infarction,I60-I69,category,IA
I63,Cerebral infarction,I60-I69,category,NV
I63,Cerebral infarction,I60-I69,category,CA
J01,Acute sinusitis,J00-J06,category,PA
J01,Acute sinusitis,J00-J06,category,OK
J01,Acute sinusitis,J00-J06,category,GA
J01,Acute sinusitis,J00-J06,category,NY
J01,Acute sinusitis,J00-J06,category,KS
J01,Acute sinusitis,J00-J06,category,ND
J01,Acute sinusitis,J00-J06,category,TX
J01,Acute sinusitis,J00-J06,category,ID
J01,Acute sinusitis,J00-J06,category,MI
J01,Acute sinusitis,J00-J06,category,NE
J01,Acute sinusitis,J00-J06,category,LA
J01,Acute sinusitis,J00-J06,category,OR
J01,Acute sinusitis,J00-J06,category,IN
J01,Acute sinusitis,J00-J06,category,OH
J01,Acute sinusitis,J00-J06,category,FL
J01,Acute sinusitis,J00-J06,category,IL
J01,Acute sinusitis,J00-J06,category,CA
J01,Acute sinusitis,J00-J06,category,AZ
J01,Acute sinusitis,J00-J06,category,AL
J01,Acute sinusitis,J00-J06,category,IA
J01,Acute sinusitis,J00-J06,category,NV
J01,Acute sinusitis,J00-J06,category,UT
I67,Other cerebrovascular diseases,I60-I69,category,NY
I67,Other cerebrovascular diseases,I60-I69,category,OK
I67,Other cerebrovascular diseases,I60-I69,category,ID
I67,Other cerebrovascular diseases,I60-I69,category,PA
I67,Other cerebrovascular diseases,I60-I69,category,OH
I67,Other cerebrovascular diseases,I60-I69,category,IN
I67,Other cerebrovascular diseases,I60-I69,category,MI
I67,Other cerebrovascular diseases,I60-I69,category,GA
I67,Other cerebrovascular diseases,I60-I69,category,TX
I67,Other cerebrovascular diseases,I60-I69,category,LA
I67,Other cerebrovascular diseases,I60-I69,category,NV
I67,Other cerebrovascular diseases,I60-I69,category,NE
I67,Other cerebrovascular diseases,I60-I69,category,IL
I67,Other cerebrovascular diseases,I60-I69,category,FL
I67,Other cerebrovascular diseases,I60-I69,category,AZ
I67,Other cerebrovascular diseases,I60-I69,category,IA
I67,Other cerebrovascular diseases,I60-I69,category,CA
I67,Other cerebrovascular diseases,I60-I69,category,UT
G80,Cerebral palsy,G80-G83,category,PA
G80,Cerebral palsy,G80-G83,category,NY
G80,Cerebral palsy,G80-G83,category,OK
G80,Cerebral palsy,G80-G83,category,FL
G80,Cerebral palsy,G80-G83,category,MI
G80,Cerebral palsy,G80-G83,category,ND
G80,Cerebral palsy,G80-G83,category,ID
G80,Cerebral palsy,G80-G83,category,OR
G80,Cerebral palsy,G80-G83,category,TX
G80,Cerebral palsy,G80-G83,category,OH
G80,Cerebral palsy,G80-G83,category,IN
G80,Cerebral palsy,G80-G83,category,NE
G80,Cerebral palsy,G80-G83,category,GA
G80,Cerebral palsy,G80-G83,category,CA
G80,Cerebral palsy,G80-G83,category,LA
G80,Cerebral palsy,G80-G83,category,IL
G80,Cerebral palsy,G80-G83,category,NV
G80,Cerebral palsy,G80-G83,category,AZ
D19,Benign neoplasm of mesothelial tissue,D10-D36,category,OK
D19,Benign neoplasm of mesothelial tissue,D10-D36,category,PA
D19,Benign neoplasm of mesothelial tissue,D10-D36,category,ID
D19,Benign neoplasm of mesothelial tissue,D10-D36,category,MI
D19,Benign neoplasm of mesothelial tissue,D10-D36,category,OR
D19,Benign neoplasm of mesothelial tissue,D10-D36,category,IN
D19,Benign neoplasm of mesothelial tissue,D10-D36,category,GA
D19,Benign neoplasm of mesothelial tissue,D10-D36,category,OH
D19,Benign neoplasm of mesothelial tissue,D10-D36,category,NE
D19,Benign neoplasm of mesothelial tissue,D10-D36,category,IL
D19,Benign neoplasm of mesothelial tissue,D10-D36,category,FL
D19,Benign neoplasm of mesothelial tissue,D10-D36,category,TX
D19,Benign neoplasm of mesothelial tissue,D10-D36,category,AZ
D19,Benign neoplasm of mesothelial tissue,D10-D36,category,CA
D19,Benign neoplasm of mesothelial tissue,D10-D36,category,NY
D19,Benign neoplasm of mesothelial tissue,D10-D36,category,NV
P11,Other birth injuries to central nervous system,P10-P15,category,OK
P11,Other birth injuries to central nervous system,P10-P15,category,PA
P11,Other birth injuries to central nervous system,P10-P15,category,GA
P11,Other birth injuries to central nervous system,P10-P15,category,LA
P11,Other birth injuries to central nervous system,P10-P15,category,KS
P11,Other birth injuries to central nervous system,P10-P15,category,TX
P11,Other birth injuries to central nervous system,P10-P15,category,NY
P11,Other birth injuries to central nervous system,P10-P15,category,ID
P11,Other birth injuries to central nervous system,P10-P15,category,ND
P11,Other birth injuries to central nervous system,P10-P15,category,NE
P11,Other birth injuries to central nervous system,P10-P15,category,IA
P11,Other birth injuries to central nervous system,P10-P15,category,OR
P11,Other birth injuries to central nervous system,P10-P15,category,MI
P11,Other birth injuries to central nervous system,P10-P15,category,FL
P11,Other birth injuries to central nervous system,P10-P15,category,OH
P11,Other birth injuries to central nervous system,P10-P15,category,IN
P11,Other birth injuries to central nervous system,P10-P15,category,NV
P11,Other birth injuries to central nervous system,P10-P15,category,CA
P11,Other birth injuries to central nervous system,P10-P15,category,IL
P11,Other birth injuries to central nervous system,P10-P15,category,AZ
P11,Other birth injuries to central nervous system,P10-P15,category,UT
D16,Benign neoplasm of bone and articular cartilage,D10-D36,category,OH
D16,Benign neoplasm of bone and articular cartilage,D10-D36,category,TX
D16,Benign neoplasm of bone and articular cartilage,D10-D36,category,PA
D16,Benign neoplasm of bone and articular cartilage,D10-D36,category,ID
D16,Benign neoplasm of bone and articular cartilage,D10-D36,category,OK
D16,Benign neoplasm of bone and articular cartilage,D10-D36,category,OR
D16,Benign neoplasm of bone and articular cartilage,D10-D36,category,IA
D16,Benign neoplasm of bone and articular cartilage,D10-D36,category,MI
D16,Benign neoplasm of bone and articular cartilage,D10-D36,category,LA
D16,Benign neoplasm of bone and articular cartilage,D10-D36,category,IL
D16,Benign neoplasm of bone and articular cartilage,D10-D36,category,FL
D16,Benign neoplasm of bone and articular cartilage,D10-D36,category,NE
D16,Benign neoplasm of bone and articular cartilage,D10-D36,category,GA
D16,Benign neoplasm of bone and articular cartilage,D10-D36,category,NV
D16,Benign neoplasm of bone and articular cartilage,D10-D36,category,AZ
D16,Benign neoplasm of bone and articular cartilage,D10-D36,category,IN
D16,Benign neoplasm of bone and articular cartilage,D10-D36,category,NY
D16,Benign neoplasm of bone and articular cartilage,D10-D36,category,CA
D16,Benign neoplasm of bone and articular cartilage,D10-D36,category,UT
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,TX
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,OK
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,GA
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,PA
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,NE
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,KS
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,ND
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,OR
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,NY
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,ID
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,IN
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,MI
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,LA
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,IA
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,FL
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,OH
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,AZ
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,IL
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,NV
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,CA
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",F50-F59,category,UT
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,TX
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,OK
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,ID
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,NY
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,KS
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,PA
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,ND
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,NE
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,MI
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,IN
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,FL
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,GA
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,NV
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,IA
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,LA
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,OR
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,AZ
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,OH
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,IL
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,CA
B97,Viral agents as the cause of diseases classified to other chapters,B95-B98,category,UT
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,PA
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,NY
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,OK
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,NE
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,OR
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,ID
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,MI
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,GA
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,IN
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,TX
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,OH
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,NV
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,FL
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,IL
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,LA
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,CA
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,AZ
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,ND
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,UT
F52,"Sexual dysfunction, not caused by organic disorder or disease",F50-F59,category,IA
D13,Benign neoplasm of other and ill-defined parts of digestive system,D10-D36,category,PA
D13,Benign neoplasm of other and ill-defined parts of digestive system,D10-D36,category,OK
D13,Benign neoplasm of other and ill-defined parts of digestive system,D10-D36,category,LA
D13,Benign neoplasm of other and ill-defined parts of digestive system,D10-D36,category,GA
D13,Benign neoplasm of other and ill-defined parts of digestive system,D10-D36,category,IL
D13,Benign neoplasm of other and ill-defined parts of digestive system,D10-D36,category,ID
D13,Benign neoplasm of other and ill-defined parts of digestive system,D10-D36,category,NY
D13,Benign neoplasm of other and ill-defined parts of digestive system,D10-D36,category,NE
D13,Benign neoplasm of other and ill-defined parts of digestive system,D10-D36,category,MI
D13,Benign neoplasm of other and ill-defined parts of digestive system,D10-D36,category,IN
D13,Benign neoplasm of other and ill-defined parts of digestive system,D10-D36,category,TX
D13,Benign neoplasm of other and ill-defined parts of digestive system,D10-D36,category,FL
D13,Benign neoplasm of other and ill-defined parts of digestive system,D10-D36,category,OR
D13,Benign neoplasm of other and ill-defined parts of digestive system,D10-D36,category,OH
D13,Benign neoplasm of other and ill-defined parts of digestive system,D10-D36,category,AZ
D13,Benign neoplasm of other and ill-defined parts of digestive system,D10-D36,category,NV
D13,Benign neoplasm of other and ill-defined parts of digestive system,D10-D36,category,CA
D13,Benign neoplasm of other and ill-defined parts of digestive system,D10-D36,category,UT
D17,Benign lipomatous neoplasm,D10-D36,category,PA
D17,Benign lipomatous neoplasm,D10-D36,category,OK
D17,Benign lipomatous neoplasm,D10-D36,category,ND
D17,Benign lipomatous neoplasm,D10-D36,category,NY
D17,Benign lipomatous neoplasm,D10-D36,category,MI
D17,Benign lipomatous neoplasm,D10-D36,category,GA
D17,Benign lipomatous neoplasm,D10-D36,category,KS
D17,Benign lipomatous neoplasm,D10-D36,category,TX
D17,Benign lipomatous neoplasm,D10-D36,category,OR
D17,Benign lipomatous neoplasm,D10-D36,category,NE
D17,Benign lipomatous neoplasm,D10-D36,category,FL
D17,Benign lipomatous neoplasm,D10-D36,category,IN
D17,Benign lipomatous neoplasm,D10-D36,category,NV
D17,Benign lipomatous neoplasm,D10-D36,category,ID
D17,Benign lipomatous neoplasm,D10-D36,category,IL
D17,Benign lipomatous neoplasm,D10-D36,category,OH
D17,Benign lipomatous neoplasm,D10-D36,category,IA
D17,Benign lipomatous neoplasm,D10-D36,category,LA
D17,Benign lipomatous neoplasm,D10-D36,category,AZ
D17,Benign lipomatous neoplasm,D10-D36,category,CA
D17,Benign lipomatous neoplasm,D10-D36,category,UT
R73,Elevated blood glucose level,R70-R79,category,NY
R73,Elevated blood glucose level,R70-R79,category,KS
R73,Elevated blood glucose level,R70-R79,category,PA
R73,Elevated blood glucose level,R70-R79,category,MI
R73,Elevated blood glucose level,R70-R79,category,OH
R73,Elevated blood glucose level,R70-R79,category,ID
R73,Elevated blood glucose level,R70-R79,category,OK
R73,Elevated blood glucose level,R70-R79,category,IN
R73,Elevated blood glucose level,R70-R79,category,LA
R73,Elevated blood glucose level,R70-R79,category,NE
R73,Elevated blood glucose level,R70-R79,category,GA
R73,Elevated blood glucose level,R70-R79,category,TX
R73,Elevated blood glucose level,R70-R79,category,IL
R73,Elevated blood glucose level,R70-R79,category,FL
R73,Elevated blood glucose level,R70-R79,category,NV
R73,Elevated blood glucose level,R70-R79,category,CA
R73,Elevated blood glucose level,R70-R79,category,AZ
R73,Elevated blood glucose level,R70-R79,category,OR
R73,Elevated blood glucose level,R70-R79,category,IA
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,NY
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,ND
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,KS
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,PA
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,TX
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,GA
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,OR
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,ID
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,OK
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,OH
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,MI
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,IA
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,IN
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,FL
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,NE
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,LA
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,IL
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,AZ
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,NV
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,CA
D10,Benign neoplasm of mouth and pharynx,D10-D36,category,UT
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,PA
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,GA
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,NY
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,KS
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,OK
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,ND
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,ID
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,NE
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,TX
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,FL
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,MI
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,IN
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,CA
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,OR
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,IA
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,OH
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,NV
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,LA
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,AZ
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,IL
J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,UT
R74,Abnormal serum enzyme levels,R70-R79,category,NY
R74,Abnormal serum enzyme levels,R70-R79,category,KS
R74,Abnormal serum enzyme levels,R70-R79,category,ND
R74,Abnormal serum enzyme levels,R70-R79,category,PA
R74,Abnormal serum enzyme levels,R70-R79,category,ID
R74,Abnormal serum enzyme levels,R70-R79,category,OK
R74,Abnormal serum enzyme levels,R70-R79,category,NE
R74,Abnormal serum enzyme levels,R70-R79,category,OR
R74,Abnormal serum enzyme levels,R70-R79,category,MI
R74,Abnormal serum enzyme levels,R70-R79,category,IN
R74,Abnormal serum enzyme levels,R70-R79,category,FL
R74,Abnormal serum enzyme levels,R70-R79,category,IL
R74,Abnormal serum enzyme levels,R70-R79,category,GA
R74,Abnormal serum enzyme levels,R70-R79,category,LA
R74,Abnormal serum enzyme levels,R70-R79,category,TX
R74,Abnormal serum enzyme levels,R70-R79,category,OH
R74,Abnormal serum enzyme levels,R70-R79,category,NV
R74,Abnormal serum enzyme levels,R70-R79,category,AZ
R74,Abnormal serum enzyme levels,R70-R79,category,CA
R74,Abnormal serum enzyme levels,R70-R79,category,UT
R74,Abnormal serum enzyme levels,R70-R79,category,IA
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,PA
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,OK
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,GA
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,NE
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,ND
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,KS
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,TX
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,NY
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,ID
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,CA
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,OR
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,IA
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,IN
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,MI
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,FL
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,OH
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,NV
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,LA
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,AZ
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,IL
A93,"Other arthropod-borne viral fevers, not elsewhere classified",A92-A99,category,UT
D11,Benign neoplasm of major salivary glands,D10-D36,category,PA
D11,Benign neoplasm of major salivary glands,D10-D36,category,NY
D11,Benign neoplasm of major salivary glands,D10-D36,category,KS
D11,Benign neoplasm of major salivary glands,D10-D36,category,TX
D11,Benign neoplasm of major salivary glands,D10-D36,category,OK
D11,Benign neoplasm of major salivary glands,D10-D36,category,GA
D11,Benign neoplasm of major salivary glands,D10-D36,category,ND
D11,Benign neoplasm of major salivary glands,D10-D36,category,ID
D11,Benign neoplasm of major salivary glands,D10-D36,category,NE
D11,Benign neoplasm of major salivary glands,D10-D36,category,IN
D11,Benign neoplasm of major salivary glands,D10-D36,category,FL
D11,Benign neoplasm of major salivary glands,D10-D36,category,OR
D11,Benign neoplasm of major salivary glands,D10-D36,category,MI
D11,Benign neoplasm of major salivary glands,D10-D36,category,OH
D11,Benign neoplasm of major salivary glands,D10-D36,category,AZ
D11,Benign neoplasm of major salivary glands,D10-D36,category,LA
D11,Benign neoplasm of major salivary glands,D10-D36,category,IL
D11,Benign neoplasm of major salivary glands,D10-D36,category,CA
D11,Benign neoplasm of major salivary glands,D10-D36,category,IA
D11,Benign neoplasm of major salivary glands,D10-D36,category,NV
D11,Benign neoplasm of major salivary glands,D10-D36,category,UT
D11,Benign neoplasm of major salivary glands,D10-D36,category,AL
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I60-I69,category,NY
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I60-I69,category,PA
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I60-I69,category,OK
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I60-I69,category,LA
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I60-I69,category,ID
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I60-I69,category,MI
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I60-I69,category,IN
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I60-I69,category,GA
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I60-I69,category,NV
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I60-I69,category,OH
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I60-I69,category,IL
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I60-I69,category,NE
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I60-I69,category,FL
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I60-I69,category,OR
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I60-I69,category,AZ
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I60-I69,category,TX
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I60-I69,category,CA
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,PA
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,OK
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,GA
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,ND
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,ID
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,NY
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,KS
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,IA
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,CA
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,IN
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,FL
